subj_id,latency,condition_str
PO,275.0,ND
PO,296.0,SD
PO,289.0,AD
PO,321.0,ND
PO,305.0,SD
PO,306.0,AD
PO,341.0,ND
PO,320.0,SD
PO,300.0,AD
PO,265.0,ND
PO,325.0,SD
PO,380.0,AD
PO,295.0,ND
PO,310.0,SD
PO,291.0,AD
AL_,290.0,ND
AL_,239.0,SD
AL_,230.0,AD
AL_,300.0,ND
AL_,290.0,SD
AL_,266.0,AD
AL_,209.0,ND
AL_,295.0,SD
AL_,289.0,AD
AL_,275.0,ND
AL_,365.0,SD
AL_,276.0,AD
AL_,280.0,ND
AL_,295.0,SD
AL_,296.0,AD
AL_,221.0,ND
AL_,279.0,SD
AL_,271.0,AD
AL_,250.0,ND
AL_,304.0,SD
AL_,312.0,AD
AL_,304.0,ND
AL_,330.0,SD
AL_,250.0,AD
AL_,280.0,ND
AL_,320.0,SD
AL_,230.0,AD
AL_,244.0,ND
AL_,300.0,SD
AL_,275.0,AD
AL_,310.0,ND
AL_,300.0,SD
AL_,466.0,AD
AL_,280.0,ND
AL_,276.0,SD
AL_,230.0,AD
AL_,330.0,ND
AL_,300.0,SD
AL_,314.0,AD
AL_,245.0,ND
AL_,336.0,SD
AL_,269.0,AD
AL_,261.0,ND
AL_,325.0,SD
AL_,295.0,AD
AL_,280.0,ND
AL_,316.0,SD
AL_,264.0,AD
AL_,266.0,ND
AL_,455.0,SD
AL_,281.0,AD
AL_,285.0,ND
AL_,290.0,SD
AL_,320.0,AD
AL_,224.0,ND
AL_,335.0,SD
AL_,365.0,AD
AL_,260.0,ND
AL_,271.0,SD
AL_,271.0,AD
AL_,150.0,ND
AL_,290.0,SD
AL_,266.0,AD
AL_,262.0,ND
AL_,275.0,SD
AL_,289.0,AD
AL_,285.0,ND
AL_,265.0,SD
AL_,276.0,AD
AL_,280.0,ND
AL_,294.0,SD
AL_,271.0,AD
AL_,220.0,ND
AL_,330.0,SD
AL_,230.0,AD
EW2_,295.0,ND
EW2_,376.0,SD
EW2_,345.0,AD
EW2_,420.0,ND
EW2_,404.0,SD
EW2_,295.0,AD
EW2_,275.0,ND
EW2_,331.0,SD
EW2_,335.0,AD
EW2_,350.0,ND
EW2_,330.0,SD
EW2_,285.0,AD
EW2_,275.0,ND
EW2_,309.0,SD
EW2_,520.0,AD
EW2_,280.0,ND
EW2_,392.0,SD
EW2_,349.0,AD
EW2_,264.0,ND
EW2_,365.0,SD
EW2_,470.0,AD
EW2_,346.0,ND
EW2_,369.0,SD
EW2_,270.0,AD
EW2_,360.0,ND
EW2_,390.0,SD
EW2_,361.0,AD
EW2_,250.0,ND
EW2_,324.0,SD
EW2_,295.0,AD
EW2_,365.0,ND
EW2_,395.0,SD
EW2_,325.0,AD
EW2_,334.0,ND
EW2_,401.0,SD
EW2_,339.0,AD
EW2_,345.0,ND
EW2_,310.0,SD
EW2_,350.0,AD
EW2_,306.0,ND
EW2_,294.0,SD
EW2_,416.0,AD
EW2_,325.0,ND
EW2_,291.0,SD
EW2_,295.0,AD
EW2_,300.0,ND
EW2_,320.0,SD
EW2_,546.0,AD
EW2_,260.0,ND
EW2_,265.0,SD
EW2_,180.0,AD
EW2_,410.0,ND
EW2_,459.0,SD
EW2_,345.0,AD
EW2_,249.0,ND
EW2_,349.0,SD
EW2_,270.0,AD
EW2_,246.0,ND
EW2_,324.0,SD
EW2_,406.0,AD
EW2_,341.0,ND
EW2_,335.0,SD
EW2_,420.0,AD
EW2_,270.0,ND
EW2_,425.0,SD
EW2_,510.0,AD
EW2_,341.0,ND
EW2_,299.0,SD
EW2_,360.0,AD
EW2_,289.0,ND
EW2_,311.0,SD
EW2_,375.0,AD
EW2_,295.0,ND
EW2_,335.0,SD
EW2_,295.0,AD
EW2_,270.0,ND
EW2_,340.0,SD
EW2_,335.0,AD
EW2_,245.0,ND
EW2_,404.0,SD
EW2_,285.0,AD
EW2_,250.0,ND
EW2_,392.0,SD
EW2_,270.0,AD
EW2_,270.0,ND
EW2_,390.0,SD
EW2_,295.0,AD
EW2_,316.0,ND
EW2_,371.0,SD
EW2_,325.0,AD
EW2_,420.0,ND
EW2_,395.0,SD
EW2_,334.0,AD
EW2_,350.0,ND
EW2_,380.0,SD
EW2_,339.0,AD
AW3_,320.0,ND
AW3_,445.0,SD
AW3_,416.0,AD
AW3_,315.0,ND
AW3_,435.0,SD
AW3_,335.0,AD
AW3_,335.0,ND
AW3_,335.0,SD
AW3_,390.0,AD
AW3_,321.0,ND
AW3_,479.0,SD
AW3_,415.0,AD
AW3_,341.0,ND
AW3_,402.0,SD
AW3_,375.0,AD
AW3_,370.0,ND
AW3_,345.0,SD
AW3_,369.0,AD
AW3_,300.0,ND
AW3_,341.0,SD
AW3_,391.0,AD
AW3_,316.0,ND
AW3_,415.0,SD
AW3_,375.0,AD
AW3_,336.0,ND
AW3_,301.0,SD
AW3_,320.0,AD
AW3_,345.0,ND
AW3_,325.0,SD
AW3_,450.0,AD
AW3_,340.0,ND
AW3_,355.0,SD
AW3_,295.0,AD
AW3_,299.0,ND
AW3_,360.0,SD
AW3_,350.0,AD
AW3_,335.0,ND
AW3_,334.0,SD
AW3_,340.0,AD
AW3_,370.0,ND
AW3_,311.0,SD
AW3_,310.0,AD
AW3_,305.0,ND
AW3_,347.0,SD
AW3_,354.0,AD
AW3_,350.0,ND
AW3_,325.0,SD
AW3_,339.0,AD
AW3_,350.0,ND
AW3_,370.0,SD
AW3_,380.0,AD
AW3_,289.0,ND
AW3_,380.0,SD
AW3_,370.0,AD
AW3_,315.0,ND
AW3_,434.0,SD
AW3_,376.0,AD
AW3_,295.0,ND
AW3_,510.0,SD
AW3_,290.0,AD
AW3_,255.0,ND
AW3_,425.0,SD
AW3_,410.0,AD
AW3_,307.0,ND
AW3_,385.0,SD
AW3_,300.0,AD
AW3_,450.0,ND
AW3_,401.0,SD
AW3_,314.0,AD
AW3_,310.0,ND
AW3_,435.0,SD
AW3_,305.0,AD
AW3_,320.0,ND
AW3_,395.0,SD
AW3_,416.0,AD
AW3_,320.0,ND
AW3_,380.0,SD
AW3_,379.0,AD
AW3_,315.0,ND
AW3_,335.0,SD
AW3_,460.0,AD
AW3_,295.0,ND
AW3_,370.0,SD
AW3_,345.0,AD
AW3_,374.0,ND
AW3_,411.0,SD
AW3_,325.0,AD
AW3_,304.0,ND
AW3_,435.0,SD
AW3_,410.0,AD
AW3_,361.0,ND
AW3_,479.0,SD
AW3_,335.0,AD
AW3_,335.0,ND
AW3_,345.0,SD
AW3_,415.0,AD
AW3_,370.0,ND
AW3_,301.0,SD
AW3_,391.0,AD
AW3_,300.0,ND
AW3_,371.0,SD
AW3_,375.0,AD
AW3_,316.0,ND
AW3_,325.0,SD
AW3_,320.0,AD
AW3_,336.0,ND
AW3_,355.0,SD
AW3_,400.0,AD
AW3_,335.0,ND
AW3_,510.0,SD
AW3_,450.0,AD
AW3_,340.0,ND
AW3_,484.0,SD
AW3_,320.0,AD
AW3_,285.0,ND
AW3_,360.0,SD
AW3_,339.0,AD
AW3_,316.0,ND
AW3_,334.0,SD
AW3_,311.0,AD
AW3_,299.0,ND
AW3_,347.0,SD
AW3_,340.0,AD
AW3_,335.0,ND
AW3_,325.0,SD
AW3_,310.0,AD
EM2,301.0,ND
EM2,345.0,SD
EM2,320.0,AD
EM2,254.0,ND
EM2,312.0,SD
EM2,355.0,AD
EM2,299.0,ND
EM2,361.0,SD
EM2,235.0,AD
EM2,316.0,ND
EM2,360.0,SD
EM2,349.0,AD
EM2,285.0,ND
EM2,365.0,SD
EM2,234.0,AD
EM2,466.0,ND
EM2,285.0,SD
EM2,326.0,AD
EM2,285.0,ND
EM2,330.0,SD
EM2,385.0,AD
EM2,265.0,ND
EM2,271.0,SD
EM2,290.0,AD
EM2,296.0,ND
EM2,369.0,SD
EM2,479.0,AD
EM2,325.0,ND
EM2,395.0,SD
EM2,315.0,AD
EM2,234.0,ND
EM2,321.0,SD
EM2,295.0,AD
EM2,316.0,ND
EM2,446.0,SD
EM2,379.0,AD
EM2,354.0,ND
EM2,301.0,SD
EM2,346.0,AD
EM2,266.0,ND
EM2,341.0,SD
EM2,311.0,AD
EM2,325.0,ND
EM2,300.0,SD
EM2,315.0,AD
EM2,290.0,ND
EM2,290.0,SD
EM2,285.0,AD
EM2,230.0,ND
EM2,309.0,SD
EM2,331.0,AD
EM2,271.0,ND
EM2,329.0,SD
EM2,351.0,AD
EM2,326.0,ND
EM2,411.0,SD
EM2,301.0,AD
EM2,231.0,ND
EM2,256.0,SD
EM2,325.0,AD
EM2,345.0,ND
EM2,340.0,SD
EM2,315.0,AD
EM2,265.0,ND
EM2,356.0,SD
EM2,400.0,AD
EM2,210.0,ND
EM2,320.0,SD
EM2,281.0,AD
EM2,310.0,ND
EM2,334.0,SD
EM2,320.0,AD
EM2,281.0,ND
EM2,329.0,SD
EM2,395.0,AD
EM2,350.0,ND
EM2,345.0,SD
EM2,314.0,AD
EM2,275.0,ND
EM2,340.0,SD
EM2,355.0,AD
EM2,255.0,ND
EM2,335.0,SD
EM2,286.0,AD
EM2,315.0,ND
EM2,336.0,SD
EM2,355.0,AD
EM2,320.0,ND
EM2,344.0,SD
EM2,235.0,AD
EM2,271.0,ND
EM2,274.0,SD
EM2,234.0,AD
EM2,300.0,ND
EM2,361.0,SD
EM2,385.0,AD
EM2,254.0,ND
EM2,285.0,SD
EM2,276.0,AD
EM2,299.0,ND
EM2,330.0,SD
EM2,315.0,AD
EM2,316.0,ND
EM2,271.0,SD
EM2,295.0,AD
EM2,285.0,ND
EM2,369.0,SD
EM2,395.0,AD
EM2,466.0,ND
EM2,381.0,SD
EM2,235.0,AD
EM2,265.0,ND
EM2,321.0,SD
EM2,379.0,AD
EM2,296.0,ND
EM2,350.0,SD
EM2,346.0,AD
EM2,336.0,ND
EM2,296.0,SD
EM2,311.0,AD
EM2,234.0,ND
EM2,446.0,SD
EM2,285.0,AD
AW1_,354.0,ND
AW1_,297.0,SD
AW1_,334.0,AD
AW1_,285.0,ND
AW1_,224.0,SD
AW1_,290.0,AD
AW1_,235.0,ND
AW1_,330.0,SD
AW1_,285.0,AD
AW1_,294.0,ND
AW1_,305.0,SD
AW1_,490.0,AD
AW1_,251.0,ND
AW1_,321.0,SD
AW1_,335.0,AD
AW1_,259.0,ND
AW1_,340.0,SD
AW1_,330.0,AD
AW1_,225.0,ND
AW1_,236.0,SD
AW1_,365.0,AD
AW1_,304.0,ND
AW1_,346.0,SD
AW1_,316.0,AD
AW1_,240.0,ND
AW1_,251.0,SD
AW1_,341.0,AD
AW1_,260.0,ND
AW1_,286.0,SD
AW1_,340.0,AD
AW1_,265.0,ND
AW1_,285.0,SD
AW1_,386.0,AD
AW1_,235.0,ND
AW1_,353.0,SD
AW1_,320.0,AD
AW1_,195.0,ND
AW1_,329.0,SD
AW1_,381.0,AD
AW1_,265.0,ND
AW1_,309.0,SD
AW1_,354.0,AD
AW1_,239.0,ND
AW1_,490.0,SD
AW1_,256.0,AD
AW1_,194.0,ND
AW1_,350.0,SD
AW1_,334.0,AD
AW1_,245.0,ND
AW1_,305.0,SD
AW1_,256.0,AD
AW1_,250.0,ND
AW1_,365.0,SD
AW1_,261.0,AD
AW1_,220.0,ND
AW1_,284.0,SD
AW1_,335.0,AD
AW1_,180.0,ND
AW1_,306.0,SD
AW1_,245.0,AD
AW1_,215.0,ND
AW1_,365.0,SD
AW1_,406.0,AD
AW1_,276.0,ND
AW1_,311.0,SD
AW1_,364.0,AD
AW1_,215.0,ND
AW1_,300.0,SD
AW1_,289.0,AD
AW1_,277.0,ND
AW1_,297.0,SD
AW1_,290.0,AD
AW1_,256.0,ND
AW1_,219.0,SD
AW1_,335.0,AD
AW1_,270.0,ND
AW1_,275.0,SD
AW1_,330.0,AD
AW1_,200.0,ND
AW1_,262.0,SD
AW1_,365.0,AD
AW1_,235.0,ND
AW1_,355.0,SD
AW1_,340.0,AD
AW1_,200.0,ND
AW1_,224.0,SD
AW1_,371.0,AD
SF,336.0,ND
SF,335.0,SD
SF,294.0,AD
SF,255.0,ND
SF,290.0,SD
SF,440.0,AD
SF,329.0,ND
SF,394.0,SD
SF,290.0,AD
SF,294.0,ND
SF,259.0,SD
SF,285.0,AD
SF,270.0,ND
SF,295.0,SD
SF,360.0,AD
SF,385.0,ND
SF,341.0,SD
SF,315.0,AD
SF,340.0,ND
SF,339.0,SD
SF,210.0,AD
SF,270.0,ND
SF,390.0,SD
SF,235.0,AD
SF,314.0,ND
SF,360.0,SD
SF,320.0,AD
SF,274.0,ND
SF,311.0,SD
SF,205.0,AD
SF,291.0,ND
SF,335.0,SD
SF,355.0,AD
SF,322.0,ND
SF,320.0,SD
SF,380.0,AD
SF,310.0,ND
SF,375.0,SD
SF,560.0,AD
SF,326.0,ND
SF,301.0,SD
SF,289.0,AD
SF,435.0,ND
SF,335.0,SD
SF,465.0,AD
SF,324.0,ND
SF,380.0,SD
SF,345.0,AD
SF,341.0,ND
SF,390.0,SD
SF,160.0,AD
SF,291.0,ND
SF,270.0,SD
SF,320.0,AD
SF,291.0,ND
SF,344.0,SD
SF,310.0,AD
SF,305.0,ND
SF,420.0,SD
SF,310.0,AD
SF,375.0,ND
SF,239.0,SD
SF,184.0,AD
SF,325.0,ND
SF,441.0,SD
SF,260.0,AD
SF,360.0,ND
SF,430.0,SD
SF,410.0,AD
SF,350.0,ND
SF,394.0,SD
SF,250.0,AD
SF,390.0,ND
SF,341.0,SD
SF,290.0,AD
SF,300.0,ND
SF,339.0,SD
SF,285.0,AD
SF,336.0,ND
SF,390.0,SD
SF,360.0,AD
SF,300.0,ND
SF,335.0,SD
SF,320.0,AD
GB,270.0,ND
GB,285.0,SD
GB,306.0,AD
GB,250.0,ND
GB,380.0,SD
GB,320.0,AD
GB,285.0,ND
GB,276.0,SD
GB,340.0,AD
GB,220.0,ND
GB,491.0,SD
GB,355.0,AD
GB,271.0,ND
GB,385.0,SD
GB,281.0,AD
GB,269.0,ND
GB,365.0,SD
GB,335.0,AD
GB,250.0,ND
GB,354.0,SD
GB,634.0,AD
GB,250.0,ND
GB,282.0,SD
GB,435.0,AD
GB,290.0,ND
GB,336.0,SD
GB,302.0,AD
GB,330.0,ND
GB,386.0,SD
GB,346.0,AD
GB,281.0,ND
GB,434.0,SD
GB,321.0,AD
GB,290.0,ND
GB,346.0,SD
GB,484.0,AD
GB,260.0,ND
GB,325.0,SD
GB,320.0,AD
GB,400.0,ND
GB,285.0,SD
GB,401.0,AD
GB,286.0,ND
GB,410.0,SD
GB,449.0,AD
GB,285.0,ND
GB,341.0,SD
GB,425.0,AD
GB,260.0,ND
GB,285.0,SD
GB,350.0,AD
GB,265.0,ND
GB,320.0,SD
GB,542.0,AD
GB,275.0,ND
GB,314.0,SD
GB,354.0,AD
GB,320.0,ND
GB,409.0,SD
GB,320.0,AD
GB,254.0,ND
GB,416.0,SD
GB,284.0,AD
GB,266.0,ND
GB,360.0,SD
GB,306.0,AD
GB,275.0,ND
GB,324.0,SD
GB,324.0,AD
GB,270.0,ND
GB,350.0,SD
GB,287.0,AD
GB,355.0,ND
GB,491.0,SD
GB,356.0,AD
GB,285.0,ND
GB,385.0,SD
GB,392.0,AD
GB,300.0,ND
GB,365.0,SD
GB,485.0,AD
GB,280.0,ND
GB,314.0,SD
GB,320.0,AD
GB,225.0,ND
GB,390.0,SD
GB,281.0,AD
GB,254.0,ND
GB,340.0,SD
GB,335.0,AD
